"customerid","age","gender","Marital Status","income","transactionid","Date","productid","price","qty","totalamount","storeid","storename","groupstore","Type","latitude","longitude","Product Name"
88,21,0,Single,"2,97",TR78956,"08/10/2022",P2,3200,5,16000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Ginger Candy 
311,61,1,Married,"7,64",TR84476,"08/10/2022",P10,15000,4,60000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
445,51,0,Married,"14,48",TR90182,"08/10/2022",P7,9400,3,28200,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Coffee Candy
139,38,1,Married,"5,17",TR99448,"08/10/2022",P6,18000,1,18000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cashew
39,66,1,Married,"6,19",TR15208,"09/10/2022",P10,15000,1,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
23,57,1,Married,"12,56",TR18364,"09/10/2022",P3,7500,6,45000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers
55,34,1,Married,"8,44",TR20290,"09/10/2022",P1,8800,8,70400,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Choco Bar
356,56,0,Married,"13,25",TR28599,"09/10/2022",P7,9400,3,28200,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Coffee Candy
171,40,0,Married,"10,05",TR43316,"09/10/2022",P2,3200,4,12800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy 
24,37,0,Married,"9,53",TR51042,"09/10/2022",P3,7500,6,45000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers
247,33,1,Married,"8,11",TR74251,"09/10/2022",P2,3200,3,9600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy 
247,33,1,Married,"8,11",TR81175,"09/10/2022",P8,16000,2,32000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
377,53,0,Single,"10,39",TR85559,"09/10/2022",P1,8800,3,26400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Choco Bar
367,43,0,Married,"10,96",TR10179,"10/10/2022",P10,15000,3,45000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick
429,37,1,Married,"8,97",TR12173,"10/10/2022",P2,3200,4,12800,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy 
294,54,1,Married,"19,07",TR24154,"10/10/2022",P2,3200,4,12800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy 
436,51,1,Married,"18,89",TR35698,"10/10/2022",P8,16000,3,48000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat
154,31,0,Married,"8,36",TR39362,"10/10/2022",P2,3200,7,22400,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Ginger Candy 
229,32,0,Married,"10,17",TR41201,"10/10/2022",P4,12000,5,60000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Potato Chip
315,29,1,Married,"4,18",TR421,"10/10/2022",P7,9400,5,47000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy
105,61,0,Married,"7,54",TR52164,"10/10/2022",P3,7500,2,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Crackers
405,18,0,Single,"0",TR61163,"10/10/2022",P7,9400,2,18800,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy
6,23,0,Married,"2,33",TR75968,"10/10/2022",P2,3200,7,22400,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Ginger Candy 
34,45,0,Married,"6,36",TR94196,"10/10/2022",P2,3200,7,22400,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Ginger Candy 
190,34,1,Married,"8,85",TR33812,"11/10/2022",P10,15000,4,60000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cheese Stick
45,53,0,Married,"9,25",TR49207,"11/10/2022",P4,12000,2,24000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip
230,40,1,Married,"4,32",TR53881,"11/10/2022",P7,9400,3,28200,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy
212,36,0,Married,"7,96",TR54137,"11/10/2022",P3,7500,1,7500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers
373,55,1,Married,"14,59",TR62463,"11/10/2022",P4,12000,5,60000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Potato Chip
415,44,0,Married,"18,57",TR69655,"11/10/2022",P4,12000,1,12000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Potato Chip
415,44,0,Married,"18,57",TR74570,"11/10/2022",P4,12000,1,12000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip
53,32,0,Married,"7,36",TR87080,"11/10/2022",P3,7500,4,30000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Crackers
247,33,1,Married,"8,11",TR87386,"11/10/2022",P1,8800,3,26400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Choco Bar
16,52,0,Married,"11,8",TR98889,"11/10/2022",P5,4200,3,12600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
417,47,1,Married,"12,75",TR12750,"12/10/2022",P10,15000,4,60000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cheese Stick
325,37,0,Single,"3,25",TR14595,"12/10/2022",P10,15000,2,30000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick
194,31,1,Married,"4,33",TR1669,"12/10/2022",P8,16000,2,32000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Oat
132,41,0,Married,"17,69",TR30203,"12/10/2022",P10,15000,4,60000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
283,19,1,Single,"0",TR32042,"12/10/2022",P7,9400,6,56400,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy
254,58,0,Single,"6,05",TR34767,"12/10/2022",P10,15000,4,60000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cheese Stick
54,42,0,Single,"9,68",TR38063,"12/10/2022",P7,9400,5,47000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy
273,27,1,Married,"3,32",TR4694,"12/10/2022",P1,8800,6,52800,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar
162,49,0,Married,"11,46",TR65667,"12/10/2022",P3,7500,2,15000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Crackers
292,31,0,Single,"9,57",TR65788,"12/10/2022",P5,4200,5,21000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Thai Tea
362,25,0,Single,"7,47",TR68474,"12/10/2022",P2,3200,6,19200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy 
251,45,1,Married,"3,38",TR81829,"12/10/2022",P5,4200,5,21000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
270,49,1,Married,"8,81",TR84402,"12/10/2022",P10,15000,1,15000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick
303,45,0,Married,"10,34",TR87413,"12/10/2022",P1,8800,10,88000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar
69,26,0,Single,"2,84",TR10741,"13/10/2022",P7,9400,6,56400,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy
235,37,0,Married,"5,35",TR11377,"13/10/2022",P2,3200,6,19200,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Ginger Candy 
46,36,1,Married,"8,31",TR11846,"13/10/2022",P4,12000,2,24000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Potato Chip
264,21,1,Single,"1,12",TR15642,"13/10/2022",P5,4200,3,12600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
345,31,0,Married,"5,06",TR41140,"13/10/2022",P6,18000,2,36000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cashew
201,57,0,Married,"6,87",TR60913,"13/10/2022",P4,12000,4,48000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Potato Chip
428,60,1,Married,"4,49",TR61837,"13/10/2022",P10,15000,2,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cheese Stick
219,39,0,Single,"9,73",TR6881,"13/10/2022",P9,10000,1,10000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt
24,37,0,Married,"9,53",TR82394,"13/10/2022",P5,4200,2,8400,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
12,2,1,Married,"4,94",TR84002,"13/10/2022",P7,9400,2,18800,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy
73,53,0,Married,"13,71",TR17085,"14/10/2022",P7,9400,5,47000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Coffee Candy
376,44,0,Married,"14,65",TR36057,"14/10/2022",P3,7500,5,37500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers
275,41,0,Married,"15,33",TR38268,"14/10/2022",P2,3200,6,19200,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Ginger Candy 
53,32,0,Married,"7,36",TR59381,"14/10/2022",P5,4200,3,12600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
182,44,1,Married,"14,57",TR60092,"14/10/2022",P5,4200,3,12600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
104,31,1,Married,"7,92",TR66049,"14/10/2022",P8,16000,3,48000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat
1,55,1,Married,"5,12",TR72489,"14/10/2022",P8,16000,2,32000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Oat
312,54,0,Married,"18,77",TR73723,"14/10/2022",P10,15000,5,75000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cheese Stick
266,72,1,Married,"4,72",TR76331,"14/10/2022",P9,10000,7,70000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt
23,57,1,Married,"12,56",TR78261,"14/10/2022",P10,15000,5,75000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cheese Stick
337,43,1,Married,"5,12",TR79608,"14/10/2022",P3,7500,3,22500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers
232,62,0,Married,"7,32",TR80906,"14/10/2022",P7,9400,3,28200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy
436,51,1,Married,"18,89",TR81012,"14/10/2022",P10,15000,1,15000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cheese Stick
336,51,0,Single,"10,84",TR9215,"14/10/2022",P10,15000,5,75000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick
32,34,0,Married,"10,96",TR10144,"15/10/2022",P1,8800,4,35200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar
221,23,1,Single,"7,5",TR25292,"15/10/2022",P8,16000,1,16000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Oat
107,38,1,Married,"9,85",TR3740,"15/10/2022",P8,16000,2,32000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Oat
112,31,1,Married,"4,44",TR39305,"15/10/2022",P10,15000,5,75000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cheese Stick
424,38,0,Married,"10,06",TR7220,"15/10/2022",P3,7500,2,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers
200,25,0,Married,"2,39",TR73062,"15/10/2022",P7,9400,3,28200,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
433,48,1,Married,"11,97",TR79875,"15/10/2022",P10,15000,3,45000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cheese Stick
150,61,1,Married,"8,56",TR90674,"15/10/2022",P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
193,42,0,Married,"20,64",TR97982,"15/10/2022",P2,3200,6,19200,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy 
273,27,1,Married,"3,32",TR98472,"15/10/2022",P5,4200,5,21000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
218,29,0,Married,"3,52",TR27722,"16/10/2022",P4,12000,1,12000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip
152,59,1,Married,"10,68",TR60087,"16/10/2022",P7,9400,4,37600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy
173,59,0,Married,"4,59",TR64308,"16/10/2022",P10,15000,4,60000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick
406,38,1,Married,"8,64",TR65240,"16/10/2022",P4,12000,2,24000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Potato Chip
416,27,1,"","3,43",TR6702,"16/10/2022",P5,4200,2,8400,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea
257,60,0,Married,"4,25",TR72825,"16/10/2022",P7,9400,5,47000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy
310,23,0,Married,"4,17",TR83792,"16/10/2022",P3,7500,5,37500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers
44,40,0,Married,"10,65",TR91532,"16/10/2022",P5,4200,3,12600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
134,50,0,Married,"18,62",TR15963,"17/10/2022",P6,18000,2,36000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cashew
159,53,1,Married,"13,65",TR20813,"17/10/2022",P4,12000,2,24000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Potato Chip
425,58,1,Married,"7,22",TR21587,"17/10/2022",P4,12000,1,12000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Potato Chip
276,31,1,Married,"8,96",TR22812,"17/10/2022",P8,16000,2,32000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat
218,29,0,Married,"3,52",TR23917,"17/10/2022",P5,4200,3,12600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea
204,53,0,Married,"9,46",TR35681,"17/10/2022",P6,18000,1,18000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cashew
393,22,0,Single,"0",TR36725,"17/10/2022",P4,12000,5,60000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip
152,59,1,Married,"10,68",TR45061,"17/10/2022",P9,10000,2,20000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Yoghurt
160,48,1,Married,"12,57",TR47063,"17/10/2022",P3,7500,1,7500,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers
14,58,1,Married,"10,18",TR57267,"17/10/2022",P3,7500,1,7500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers
59,46,1,Married,"10,57",TR57603,"17/10/2022",P8,16000,2,32000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
54,42,0,Single,"9,68",TR63652,"17/10/2022",P8,16000,1,16000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat
234,61,1,Married,"10,86",TR64251,"17/10/2022",P8,16000,1,16000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Oat
266,72,1,Married,"4,72",TR65444,"17/10/2022",P5,4200,5,21000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
137,34,1,Married,"6,36",TR71449,"17/10/2022",P5,4200,3,12600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
149,61,1,Married,"3,96",TR77265,"17/10/2022",P10,15000,1,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
210,33,0,Married,"10,9",TR7768,"17/10/2022",P7,9400,5,47000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy
4,31,1,Married,"4,87",TR78653,"17/10/2022",P3,7500,4,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Crackers
376,44,0,Married,"14,65",TR95518,"17/10/2022",P2,3200,6,19200,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy 
315,29,1,Married,"4,18",TR95719,"17/10/2022",P3,7500,5,37500,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Crackers
136,28,1,Married,"2,96",TR17814,"18/10/2022",P8,16000,1,16000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat
236,28,0,Married,"3,13",TR29217,"18/10/2022",P9,10000,2,20000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Yoghurt
320,30,0,Married,"3,72",TR34339,"18/10/2022",P2,3200,3,9600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
326,24,1,Single,"2,69",TR35309,"18/10/2022",P9,10000,3,30000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt
220,45,0,Married,"16,35",TR40402,"18/10/2022",P2,3200,7,22400,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy 
235,37,0,Married,"5,35",TR47938,"18/10/2022",P3,7500,4,30000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers
232,62,0,Married,"7,32",TR51656,"18/10/2022",P5,4200,2,8400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea
166,33,0,Married,"3,33",TR55642,"18/10/2022",P3,7500,6,45000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Crackers
344,47,1,Married,"5,63",TR61220,"18/10/2022",P5,4200,2,8400,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
286,60,0,Married,"6,19",TR63401,"18/10/2022",P4,12000,1,12000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Potato Chip
102,39,0,Married,"6,44",TR7264,"18/10/2022",P3,7500,1,7500,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
27,43,0,Married,"17,42",TR92483,"18/10/2022",P5,4200,4,16800,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea
254,58,0,Single,"6,05",TR97644,"18/10/2022",P1,8800,9,79200,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Choco Bar
295,34,0,Married,"4,78",TR99379,"18/10/2022",P5,4200,2,8400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea
291,49,0,Married,"19,98",TR39584,"19/10/2022",P2,3200,6,19200,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Ginger Candy 
369,32,0,Married,"10,62",TR40617,"19/10/2022",P5,4200,3,12600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
132,41,0,Married,"17,69",TR51168,"19/10/2022",P10,15000,5,75000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick
103,31,1,Single,"4,01",TR66342,"19/10/2022",P8,16000,3,48000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Oat
89,32,0,Married,"9,68",TR69326,"19/10/2022",P9,10000,7,70000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt
53,32,0,Married,"7,36",TR69456,"19/10/2022",P7,9400,3,28200,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy
348,29,1,Married,"4,64",TR74904,"19/10/2022",P3,7500,6,45000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
406,38,1,Married,"8,64",TR93344,"19/10/2022",P10,15000,1,15000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Cheese Stick
282,55,0,Married,"11,38",TR16141,"20/10/2022",P1,8800,4,35200,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Choco Bar
189,59,1,Single,"5,15",TR4093,"20/10/2022",P5,4200,3,12600,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea
154,31,0,Married,"8,36",TR50950,"20/10/2022",P5,4200,2,8400,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
16,52,0,Married,"11,8",TR58190,"20/10/2022",P2,3200,4,12800,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy 
426,19,0,Single,"2,16",TR59111,"20/10/2022",P10,15000,2,30000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick
179,25,1,Single,"5,95",TR59804,"20/10/2022",P5,4200,3,12600,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Thai Tea
19,24,1,Single,"4,14",TR62133,"20/10/2022",P3,7500,4,30000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers
245,26,1,Married,"4,58",TR64677,"20/10/2022",P2,3200,6,19200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy 
42,60,0,Married,"10,28",TR69752,"20/10/2022",P4,12000,3,36000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip
254,58,0,Single,"6,05",TR85961,"20/10/2022",P5,4200,3,12600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
387,36,0,Married,"9,1",TR92378,"20/10/2022",P7,9400,2,18800,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy
36,32,1,Married,"10,4",TR95707,"20/10/2022",P8,16000,3,48000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat
1,55,1,Married,"5,12",TR14658,"21/10/2022",P9,10000,5,50000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Yoghurt
268,49,1,Single,"5,18",TR26041,"21/10/2022",P9,10000,5,50000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Yoghurt
38,56,0,Married,"14,32",TR73520,"21/10/2022",P2,3200,3,9600,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy 
203,53,0,Married,"17,2",TR81318,"21/10/2022",P2,3200,3,9600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy 
160,48,1,Married,"12,57",TR83379,"21/10/2022",P5,4200,3,12600,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea
73,53,0,Married,"13,71",TR83691,"21/10/2022",P5,4200,4,16800,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea
48,32,0,Married,"10,62",TR84226,"21/10/2022",P5,4200,3,12600,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
108,25,0,Single,"6,87",TR8561,"21/10/2022",P5,4200,4,16800,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea
430,55,1,Single,"18,37",TR89699,"21/10/2022",P5,4200,5,21000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
8,37,1,Married,"5,49",TR30504,"22/10/2022",P10,15000,4,60000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick
211,29,0,Married,"3,54",TR37673,"22/10/2022",P7,9400,5,47000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
380,40,0,Married,"5,77",TR58701,"22/10/2022",P1,8800,9,79200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar
198,45,0,Married,"10,69",TR71889,"22/10/2022",P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
217,39,1,Single,"6,96",TR76159,"22/10/2022",P8,16000,3,48000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat
115,39,0,Married,"5,07",TR78082,"22/10/2022",P1,8800,5,44000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Choco Bar
308,45,0,Married,"10,72",TR78822,"22/10/2022",P7,9400,5,47000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy
166,33,0,Married,"3,33",TR8182,"22/10/2022",P10,15000,4,60000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick
81,44,0,Married,"19,49",TR82119,"22/10/2022",P7,9400,4,37600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy
370,26,1,Single,"1,28",TR85615,"22/10/2022",P10,15000,2,30000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick
28,55,0,Married,"6,08",TR86251,"22/10/2022",P8,16000,1,16000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Oat
245,26,1,Married,"4,58",TR89571,"22/10/2022",P5,4200,5,21000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea
396,36,1,Married,"9,18",TR94241,"22/10/2022",P5,4200,2,8400,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea
442,42,1,Married,"14,88",TR95975,"22/10/2022",P2,3200,3,9600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Ginger Candy 
322,41,0,Married,"20,01",TR99528,"22/10/2022",P9,10000,2,20000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Yoghurt
151,42,0,Married,"10,38",TR10611,"23/10/2022",P4,12000,4,48000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip
207,35,1,Married,"10,54",TR11528,"23/10/2022",P9,10000,7,70000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt
349,37,0,Married,"5,96",TR19657,"23/10/2022",P5,4200,4,16800,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
445,51,0,Married,"14,48",TR20042,"23/10/2022",P2,3200,4,12800,13,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy 
338,46,1,Married,"5,12",TR2234,"23/10/2022",P9,10000,7,70000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt
199,41,0,Married,"7,9",TR33255,"23/10/2022",P10,15000,3,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
275,41,0,Married,"15,33",TR36134,"23/10/2022",P1,8800,5,44000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar
329,19,1,Single,"0",TR46820,"23/10/2022",P10,15000,2,30000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick
237,35,1,Married,"8,14",TR61008,"23/10/2022",P4,12000,5,60000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Potato Chip
411,19,1,Single,"0",TR67993,"23/10/2022",P9,10000,2,20000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt
196,34,0,Married,"3,17",TR74802,"23/10/2022",P1,8800,4,35200,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Choco Bar
103,31,1,Single,"4,01",TR76254,"23/10/2022",P8,16000,2,32000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat
366,18,0,Single,"0",TR77004,"23/10/2022",P4,12000,4,48000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip
284,49,1,Married,"11,31",TR98418,"23/10/2022",P9,10000,6,60000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Yoghurt
